h0_stat_1,h0_stat_4,h0_stat_5,h0_stat_6,h0_stat_7,h0_stat_8,h0_stat_9,h0_stat_10,h0_stat_11,h0_tip_4_dist,h0_tip_8_dist,h0_tip_12_dist,h0_tip_16_dist,h0_tip_20_dist,h0_width,h0_height,h0_depth,h0_aspect,h0_inter_4_8,h0_inter_4_12,h0_inter_4_16,h0_inter_4_20,h0_inter_8_12,h0_inter_8_16,h0_inter_8_20,h0_inter_12_16,h0_inter_12_20,h0_inter_16_20,cross_4_4,cross_4_8,cross_4_12,cross_8_4,cross_8_8,cross_8_12,cross_12_4,cross_12_8,cross_12_12,h0_lm0_y,h0_lm0_z,h0_lm4_y,h0_lm4_z,h0_lm8_y,h0_lm8_z,h0_lm12_y,h0_lm12_z,h0_lm16_y,h0_lm16_z,h0_lm20_y,h0_lm20_z,h1_lm0_z,h1_lm4_y,h1_lm8_y,h1_lm12_y,h1_lm16_y,h1_lm16_z,h1_lm20_y,h1_lm20_z,h1_stat_1,h1_stat_4,h1_stat_5,h1_stat_6,h1_stat_7,h1_stat_11,h1_tip_4_dist,h1_tip_8_dist,h1_tip_12_dist,h1_tip_16_dist,h1_tip_20_dist,h1_width,h1_aspect,h1_inter_4_8,h1_inter_4_12,h1_inter_4_16,h1_inter_4_20,h1_inter_8_12,h1_inter_8_16,h1_inter_8_20,h1_inter_12_16,h1_inter_12_20,h1_inter_16_20,label,sign_language_type,is_mirrored
0.030645041048038283,0.5064280998139155,0.054063173282551884,0.42290884256362915,0.6531317234039307,-0.019924537502942843,0.009989484939537434,-0.034306563436985016,-3.350955353198515e-07,0.2452711133992311,0.15747543743834116,0.13343713853772518,0.11870634639243757,0.11897954362657366,0.10908257961273193,0.2302228808403015,0.034306228341449696,0.4738129176233789,0.09168361920142519,0.11644177851972419,0.13623039450668287,0.14835373169729107,0.030378704608714596,0.05361838427768864,0.07270970382287802,0.02329791454483008,0.043423770691662616,0.021790532470663263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6531317234039307,-3.350955353198515e-07,0.42290884256362915,-0.021167906001210213,0.5073767304420471,-0.034306563436985016,0.5246213674545288,-0.025431951507925987,0.5361200571060181,-0.019016331061720848,0.5355234742164612,-0.011138780042529106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,False
0.030663062427397903,0.5053955089478266,0.05487858514086131,0.4151189625263214,0.6567817330360413,-0.01503434378769054,0.010563960823426536,-0.031772058457136154,0.00790540874004364,0.2561650434871122,0.15743369209086464,0.13613334201799224,0.12627385816627773,0.12624107045218994,0.10994146764278412,0.24166277050971985,0.039677467197179794,0.45493752662653897,0.10119860320974589,0.12316331248962348,0.1392374051130689,0.15213780461780288,0.030905930258785165,0.05255497172589335,0.07134479440943889,0.021802744222923977,0.04155508725070008,0.020698599908378013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567817330360413,-5.000233613827731e-07,0.4151189625263214,-0.023707032203674316,0.5104308128356934,-0.031772058457136154,0.5240854024887085,-0.018035417422652245,0.530979335308075,-0.009273516945540905,0.5315886735916138,-0.006680761929601431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,True
0.03041105699608359,0.5026711977663494,0.048769616300037275,0.43372583389282227,0.6347549557685852,-0.01656304233810331,0.008757575250384201,-0.029598360881209373,-3.1768641406415554e-07,0.21992956446593123,0.14136881249814257,0.11876994313821722,0.10950021683167438,0.11382097624365392,0.10814112424850464,0.20102912187576294,0.02959804319479531,0.5379375777006112,0.08192548083479938,0.10606901092160151,0.12112653490425869,0.1307727794544089,0.029628058351746686,0.048781962516908556,0.06607606873939188,0.019443810108286858,0.03854367542922179,0.02056470258558399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6347549557685852,-3.1768641406415554e-07,0.4358205199241638,-0.01811552792787552,0.5075958371162415,-0.029598360881209373,0.5216283798217773,-0.020638981834053993,0.5268394351005554,-0.013992072083055973,0.5213192701339722,-0.006914258934557438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,False
0.030663299625659605,0.5032194838637397,0.05067730929020875,0.4294687807559967,0.6407623291015625,-0.016377624329443223,0.010158500198770272,-0.03259771317243576,0.004742838907986879,0.23150870336662976,0.14549238667973224,0.12259850461565958,0.11584495824149856,0.11722429781127514,0.11031423509120941,0.2112935483455658,0.03734055208042264,0.5220899110932337,0.08881142170103107,0.1119114681843246,0.12553781525866423,0.1368477883973909,0.030587313370008282,0.05103996849730208,0.06784328741907918,0.02127425459244418,0.03940676135180526,0.01890715058336959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407623291015625,-4.727635030121746e-07,0.4299373924732208,-0.024388592690229416,0.5106388330459595,-0.03259771317243576,0.5240805745124817,-0.01950058527290821,0.5261282324790955,-0.010445726104080677,0.523976743221283,-0.008419711142778397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,True
0.03239037366125155,0.5538973141284216,0.05254123633008645,0.47646820545196533,0.6970299482345581,-0.017678969017850932,0.009155429406112548,-0.03146076574921608,-3.2455008636134153e-07,0.23966906807939295,0.15577998907503016,0.13047212341467418,0.12104184830051877,0.12111925540954538,0.11488735675811768,0.22056174278259277,0.03146044119912972,0.5208852183513516,0.08726317116793306,0.11477324977473448,0.13116226134370643,0.14430845629510095,0.033060343186489725,0.054006898375098034,0.07282660117206977,0.02140829173825617,0.04131426018043847,0.02036843549106834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970299482345581,-3.2455008636134153e-07,0.47660163044929504,-0.02007710561156273,0.5542352199554443,-0.03146076574921608,0.5712881088256836,-0.021875549107789993,0.5771175622940063,-0.01451349351555109,0.5766751170158386,-0.007552769035100937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,False
0.03241692208175287,0.5524803130399614,0.05478269994627484,0.4699307382106781,0.703606367111206,-0.01469015846476482,0.010629531232045566,-0.03195178508758545,0.007995088584721088,0.25205817753468446,0.1569412816350774,0.13937815365364375,0.13262102924697905,0.13036403564887136,0.11525624990463257,0.23367562890052795,0.03994687367230654,0.49323177395353285,0.09753477061236442,0.1165316977687795,0.13182164713620959,0.14883816026538182,0.03000155105573358,0.05284596843725464,0.07387105859143737,0.023052394890113855,0.04477902435831689,0.022647311836475517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703606367111206,-4.97736891702516e-07,0.4699307382106781,-0.02444133348762989,0.5598158240318298,-0.03195178508758545,0.5684804916381836,-0.01721957139670849,0.5714812278747559,-0.007025292608886957,0.5740607976913452,-0.005734109319746494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,True
0.024963617534073137,0.3527597387631734,0.041305469642181916,0.30067479610443115,0.45563656091690063,-0.01372953398818649,0.008908649504444576,-0.028486425057053566,0.0006884074537083507,0.15619512449910467,0.09705329608358637,0.08011178691971718,0.07742830443000077,0.09447304426752576,0.08361092209815979,0.15496176481246948,0.029174832510761917,0.5395583665671322,0.06344062083319715,0.08210864039421255,0.09359028394895759,0.09567041090625349,0.02184745862773493,0.03853102884271053,0.050583648749896015,0.01818485227243406,0.03565128929575717,0.021364128446475776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45563656091690063,-1.51942998627419e-07,0.3125174045562744,-0.023108365014195442,0.36624133586883545,-0.028486425057053566,0.37839028239250183,-0.019097521901130676,0.3790780007839203,-0.00972018949687481,0.36382949352264404,-0.007315509486943483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,False
0.02485839160430142,0.3482479651769002,0.038464023494386525,0.2979421615600586,0.4432317614555359,-0.01621953683139276,0.007684880375905216,-0.027213778346776962,-2.722230476592813e-07,0.14609549501151797,0.08246633866986428,0.06852949701452205,0.06763291342670959,0.08670827728514187,0.08505135774612427,0.1452895998954773,0.027213506123729303,0.5853918790704374,0.06755331300486854,0.08381002973852744,0.09353031494094001,0.09512666784771534,0.01783706582258953,0.033584105697368256,0.04814027482114515,0.018066927236213604,0.037879937613062964,0.023043472173253744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4432317614555359,-2.722230476592813e-07,0.3099270164966583,-0.023998308926820755,0.3681933283805847,-0.027213778346776962,0.3789639174938202,-0.022657161578536034,0.377810537815094,-0.014660941436886787,0.3610921800136566,-0.012788677588105202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,True
0.022834134065401586,0.38327120883124216,0.04118350018023907,0.3320092260837555,0.49739912152290344,-0.0100507704737335,0.007141657285941785,-0.022307420149445534,0.0021753625478595495,0.16603949067857768,0.10955588606371931,0.09596602745058894,0.09259858767714153,0.10832946090895286,0.07668651640415192,0.16538989543914795,0.024482782697305083,0.46367108198370216,0.05939836703407862,0.07545069915569398,0.08699577809148239,0.08975655327728081,0.019076871097400243,0.03500353765156351,0.04754170907760123,0.016774683576666248,0.03383515633764856,0.021067026522329363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49739912152290344,-1.8443418525748712e-07,0.3393374979496002,-0.019351568073034286,0.39194464683532715,-0.022307420149445534,0.4026295840740204,-0.013712212443351746,0.40529555082321167,-0.005326015409082174,0.391821950674057,-0.0034109079279005527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,False
0.022039171009516606,0.38169731980278376,0.040876673877075664,0.331663578748703,0.4978940784931183,-0.00994850061411918,0.007875576755950258,-0.022364119067788124,0.006125377491116524,0.1712001806201956,0.10926331218258953,0.09583416364053171,0.09109579273853022,0.11274449167990988,0.07378077507019043,0.16623049974441528,0.028489496558904648,0.4438461698976363,0.06419959918056983,0.08000651199316894,0.09115420642046065,0.08774529807856195,0.017756405557822375,0.033631188700496736,0.04581047999350761,0.017037472189283722,0.035750155917569554,0.025333045026939987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4978940784931183,-2.583068408057443e-07,0.3341977894306183,-0.02028007060289383,0.39275848865509033,-0.022364119067788124,0.4039086699485779,-0.01750103197991848,0.40742653608322144,-0.00803313497453928,0.38739320635795593,-0.004020957741886377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,SIBI,True
